Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.554663723858255, 7.5955100718856245;"{""coordinates"": [7.595510071885625, 47.554663723858255], ""type"": ""Point""}";27080;Parkierunfall;1 Unfall mit Sachschaden;2015;9;12;3 Mittwoch;Nebenstrasse;False;False;False
47.54593255005633, 7.613230966999199;"{""coordinates"": [7.613230966999199, 47.54593255005633], ""type"": ""Point""}";27081;Parkierunfall;1 Unfall mit Sachschaden;2012;6;;1 Montag;Nebenstrasse;False;False;False
47.55190323303044, 7.573475719202304;"{""coordinates"": [7.573475719202304, 47.55190323303044], ""type"": ""Point""}";27087;Parkierunfall;1 Unfall mit Sachschaden;2016;9;15;7 Sonntag;Nebenstrasse;False;False;False
47.56849717071886, 7.587816533959724;"{""coordinates"": [7.587816533959724, 47.56849717071886], ""type"": ""Point""}";27098;Parkierunfall;1 Unfall mit Sachschaden;2021;8;18;1 Montag;Nebenstrasse;False;False;False
47.57212780446072, 7.662555819662458;"{""coordinates"": [7.662555819662458, 47.57212780446072], ""type"": ""Point""}";27114;Parkierunfall;1 Unfall mit Sachschaden;2016;9;21;1 Montag;Nebenstrasse;False;False;False
47.54367499591914, 7.607206484701655;"{""coordinates"": [7.607206484701655, 47.54367499591914], ""type"": ""Point""}";27134;Parkierunfall;1 Unfall mit Sachschaden;2016;5;17;6 Samstag;Nebenstrasse;False;False;False
47.55294176477642, 7.577517004575358;"{""coordinates"": [7.577517004575358, 47.55294176477642], ""type"": ""Point""}";27143;Parkierunfall;3 Unfall mit Schwerverletzten;2018;4;23;4 Donnerstag;Hauptstrasse;False;True;False
47.54344269384986, 7.599767430233402;"{""coordinates"": [7.599767430233402, 47.54344269384986], ""type"": ""Point""}";27145;Parkierunfall;1 Unfall mit Sachschaden;2013;9;;1 Montag;andere;False;False;False
47.563868842529104, 7.570011213041173;"{""coordinates"": [7.570011213041173, 47.563868842529104], ""type"": ""Point""}";27167;Parkierunfall;1 Unfall mit Sachschaden;2013;9;16;6 Samstag;Nebenstrasse;False;False;False
47.5870007099573, 7.598689250893306;"{""coordinates"": [7.598689250893306, 47.5870007099573], ""type"": ""Point""}";27185;Parkierunfall;1 Unfall mit Sachschaden;2011;4;;7 Sonntag;Nebenanlage;False;False;False
47.557799158853165, 7.584252497396624;"{""coordinates"": [7.584252497396624, 47.557799158853165], ""type"": ""Point""}";27186;Parkierunfall;2 Unfall mit Leichtverletzten;2020;6;9;6 Samstag;Nebenstrasse;False;True;False
47.5418159606235, 7.617467842275068;"{""coordinates"": [7.617467842275068, 47.5418159606235], ""type"": ""Point""}";27191;Parkierunfall;1 Unfall mit Sachschaden;2013;9;13;3 Mittwoch;andere;False;False;False
47.56311257505529, 7.562515132114573;"{""coordinates"": [7.562515132114573, 47.56311257505529], ""type"": ""Point""}";27207;Parkierunfall;1 Unfall mit Sachschaden;2013;10;;5 Freitag;Nebenstrasse;False;False;False
47.54369819926595, 7.597085079999913;"{""coordinates"": [7.597085079999913, 47.54369819926595], ""type"": ""Point""}";27251;Parkierunfall;1 Unfall mit Sachschaden;2013;7;14;2 Dienstag;Nebenstrasse;False;False;False
47.577154050968346, 7.590937560196581;"{""coordinates"": [7.590937560196581, 47.577154050968346], ""type"": ""Point""}";27267;Parkierunfall;1 Unfall mit Sachschaden;2017;6;20;6 Samstag;Nebenstrasse;False;False;False
47.57403228978286, 7.604803803736705;"{""coordinates"": [7.604803803736705, 47.57403228978286], ""type"": ""Point""}";27281;Parkierunfall;1 Unfall mit Sachschaden;2013;9;10;7 Sonntag;andere;False;False;False
47.552333820237685, 7.589086602638169;"{""coordinates"": [7.589086602638169, 47.552333820237685], ""type"": ""Point""}";27288;Parkierunfall;1 Unfall mit Sachschaden;2011;10;10;2 Dienstag;Nebenstrasse;False;False;False
47.582668147785604, 7.590182326031774;"{""coordinates"": [7.590182326031774, 47.582668147785604], ""type"": ""Point""}";27298;Parkierunfall;1 Unfall mit Sachschaden;2012;1;;2 Dienstag;Nebenstrasse;False;False;False
47.56006230488349, 7.5868496063218895;"{""coordinates"": [7.58684960632189, 47.56006230488349], ""type"": ""Point""}";27300;Parkierunfall;1 Unfall mit Sachschaden;2011;9;15;4 Donnerstag;Nebenstrasse;False;False;False
47.57822548760607, 7.590023508926916;"{""coordinates"": [7.590023508926916, 47.57822548760607], ""type"": ""Point""}";27325;Parkierunfall;2 Unfall mit Leichtverletzten;2015;9;12;3 Mittwoch;Nebenstrasse;False;True;False
47.541927333545395, 7.58962843722393;"{""coordinates"": [7.58962843722393, 47.541927333545395], ""type"": ""Point""}";27333;Parkierunfall;1 Unfall mit Sachschaden;2011;2;;1 Montag;Nebenstrasse;False;False;False
47.545661842404044, 7.588005151050803;"{""coordinates"": [7.588005151050803, 47.545661842404044], ""type"": ""Point""}";27335;Parkierunfall;1 Unfall mit Sachschaden;2012;9;13;6 Samstag;andere;False;False;False
47.54202573047818, 7.5900404683861735;"{""coordinates"": [7.590040468386174, 47.54202573047818], ""type"": ""Point""}";27348;Parkierunfall;1 Unfall mit Sachschaden;2012;4;13;5 Freitag;Nebenstrasse;False;False;False
47.58431834987674, 7.65076302304801;"{""coordinates"": [7.65076302304801, 47.58431834987674], ""type"": ""Point""}";27353;Parkierunfall;1 Unfall mit Sachschaden;2015;7;15;3 Mittwoch;andere;False;False;False
47.53007322854736, 7.603113339305355;"{""coordinates"": [7.603113339305355, 47.53007322854736], ""type"": ""Point""}";27366;Parkierunfall;1 Unfall mit Sachschaden;2013;9;;2 Dienstag;andere;False;False;False
47.55043798885512, 7.587646541079908;"{""coordinates"": [7.587646541079908, 47.55043798885512], ""type"": ""Point""}";27402;Parkierunfall;1 Unfall mit Sachschaden;2015;2;19;3 Mittwoch;andere;False;False;False
47.550687076026094, 7.589772759728469;"{""coordinates"": [7.589772759728469, 47.550687076026094], ""type"": ""Point""}";27406;Parkierunfall;1 Unfall mit Sachschaden;2016;12;10;2 Dienstag;Nebenstrasse;False;False;False
47.55929633734263, 7.5732552108459;"{""coordinates"": [7.5732552108459, 47.55929633734263], ""type"": ""Point""}";27407;Parkierunfall;1 Unfall mit Sachschaden;2012;10;;4 Donnerstag;Nebenstrasse;False;False;False
47.56311646709776, 7.596518193705704;"{""coordinates"": [7.596518193705704, 47.56311646709776], ""type"": ""Point""}";27414;Parkierunfall;2 Unfall mit Leichtverletzten;2018;9;15;5 Freitag;Nebenstrasse;False;True;False
47.55285164818329, 7.617252411082187;"{""coordinates"": [7.617252411082187, 47.55285164818329], ""type"": ""Point""}";27416;Parkierunfall;1 Unfall mit Sachschaden;2011;6;;4 Donnerstag;Nebenstrasse;False;False;False
47.562762214915864, 7.5703672568481;"{""coordinates"": [7.5703672568481, 47.562762214915864], ""type"": ""Point""}";27441;Parkierunfall;1 Unfall mit Sachschaden;2014;1;17;2 Dienstag;Nebenstrasse;False;False;False
47.56279745912112, 7.605991280572123;"{""coordinates"": [7.605991280572123, 47.56279745912112], ""type"": ""Point""}";27444;Parkierunfall;1 Unfall mit Sachschaden;2012;7;;5 Freitag;Nebenstrasse;False;False;False
47.56302954766039, 7.62491358389162;"{""coordinates"": [7.62491358389162, 47.56302954766039], ""type"": ""Point""}";27447;Parkierunfall;1 Unfall mit Sachschaden;2016;5;16;4 Donnerstag;Nebenstrasse;False;False;False
47.567036315178605, 7.590815680580977;"{""coordinates"": [7.590815680580977, 47.567036315178605], ""type"": ""Point""}";27471;Parkierunfall;2 Unfall mit Leichtverletzten;2011;9;16;6 Samstag;Nebenstrasse;False;True;False
47.53453634456163, 7.601559987646284;"{""coordinates"": [7.601559987646284, 47.53453634456163], ""type"": ""Point""}";27480;Parkierunfall;1 Unfall mit Sachschaden;2011;8;;3 Mittwoch;Nebenstrasse;False;False;False
47.543194000605155, 7.590747759830492;"{""coordinates"": [7.590747759830492, 47.543194000605155], ""type"": ""Point""}";27483;Parkierunfall;1 Unfall mit Sachschaden;2020;8;18;3 Mittwoch;Nebenstrasse;False;False;False
47.571319171320944, 7.574760654921944;"{""coordinates"": [7.574760654921944, 47.571319171320944], ""type"": ""Point""}";27489;Parkierunfall;1 Unfall mit Sachschaden;2014;5;6;4 Donnerstag;andere;False;False;False
47.54169096209625, 7.59827452983871;"{""coordinates"": [7.59827452983871, 47.54169096209625], ""type"": ""Point""}";27510;Parkierunfall;2 Unfall mit Leichtverletzten;2013;6;9;4 Donnerstag;Nebenstrasse;False;True;False
47.57807496854107, 7.646764039703306;"{""coordinates"": [7.646764039703306, 47.57807496854107], ""type"": ""Point""}";27551;Parkierunfall;1 Unfall mit Sachschaden;2012;7;;6 Samstag;Nebenstrasse;False;False;False
47.55433369313026, 7.5934631447724215;"{""coordinates"": [7.593463144772421, 47.55433369313026], ""type"": ""Point""}";27553;Parkierunfall;2 Unfall mit Leichtverletzten;2013;7;12;5 Freitag;Nebenstrasse;False;True;False
47.55721633929365, 7.567457209496564;"{""coordinates"": [7.567457209496564, 47.55721633929365], ""type"": ""Point""}";27561;Parkierunfall;1 Unfall mit Sachschaden;2016;8;11;6 Samstag;Hauptstrasse;False;False;False
47.55697915913612, 7.599143980312926;"{""coordinates"": [7.599143980312926, 47.55697915913612], ""type"": ""Point""}";27600;Parkierunfall;1 Unfall mit Sachschaden;2016;5;23;2 Dienstag;Nebenstrasse;False;False;False
47.54519404862473, 7.580910642151357;"{""coordinates"": [7.580910642151357, 47.54519404862473], ""type"": ""Point""}";27602;Parkierunfall;1 Unfall mit Sachschaden;2013;4;16;4 Donnerstag;Nebenstrasse;False;False;False
47.561732647506176, 7.608446091265658;"{""coordinates"": [7.608446091265658, 47.561732647506176], ""type"": ""Point""}";27607;Parkierunfall;2 Unfall mit Leichtverletzten;2018;8;14;1 Montag;Nebenstrasse;False;True;False
47.577019466111985, 7.6383466271123215;"{""coordinates"": [7.638346627112321, 47.577019466111985], ""type"": ""Point""}";27625;Parkierunfall;1 Unfall mit Sachschaden;2011;7;;3 Mittwoch;Nebenstrasse;False;False;False
47.565919480277806, 7.5920483130984735;"{""coordinates"": [7.592048313098473, 47.565919480277806], ""type"": ""Point""}";27633;Parkierunfall;1 Unfall mit Sachschaden;2016;11;14;6 Samstag;Nebenstrasse;False;False;False
47.5411434510328, 7.597462682794253;"{""coordinates"": [7.597462682794253, 47.5411434510328], ""type"": ""Point""}";27656;Parkierunfall;1 Unfall mit Sachschaden;2016;12;10;2 Dienstag;Hauptstrasse;False;False;False
47.5494954838533, 7.578916176892209;"{""coordinates"": [7.578916176892209, 47.5494954838533], ""type"": ""Point""}";27659;Parkierunfall;1 Unfall mit Sachschaden;2016;12;14;3 Mittwoch;Nebenstrasse;False;False;False
47.54330068052642, 7.584691163711325;"{""coordinates"": [7.584691163711325, 47.54330068052642], ""type"": ""Point""}";27682;Parkierunfall;1 Unfall mit Sachschaden;2018;5;22;4 Donnerstag;Nebenstrasse;False;False;False
47.557349592435315, 7.568945583339874;"{""coordinates"": [7.568945583339874, 47.557349592435315], ""type"": ""Point""}";27686;Parkierunfall;1 Unfall mit Sachschaden;2015;8;15;1 Montag;Hauptstrasse;False;False;False
47.56819558085026, 7.604666029486316;"{""coordinates"": [7.604666029486316, 47.56819558085026], ""type"": ""Point""}";27703;Parkierunfall;1 Unfall mit Sachschaden;2012;6;;2 Dienstag;Nebenstrasse;False;False;False
47.54534919691526, 7.579051409242407;"{""coordinates"": [7.579051409242407, 47.54534919691526], ""type"": ""Point""}";27714;Parkierunfall;1 Unfall mit Sachschaden;2014;4;21;3 Mittwoch;Nebenstrasse;False;False;False
47.55183408717279, 7.605996763306988;"{""coordinates"": [7.605996763306988, 47.55183408717279], ""type"": ""Point""}";27717;Parkierunfall;1 Unfall mit Sachschaden;2011;4;;6 Samstag;Nebenstrasse;False;False;False
47.567124489298536, 7.598842271274066;"{""coordinates"": [7.598842271274066, 47.567124489298536], ""type"": ""Point""}";27721;Parkierunfall;1 Unfall mit Sachschaden;2012;12;10;2 Dienstag;Nebenstrasse;False;False;False
47.552615381857045, 7.593843428397051;"{""coordinates"": [7.593843428397051, 47.552615381857045], ""type"": ""Point""}";27723;Parkierunfall;1 Unfall mit Sachschaden;2020;7;10;1 Montag;Nebenstrasse;False;False;False
47.55144510573389, 7.56494578113887;"{""coordinates"": [7.56494578113887, 47.55144510573389], ""type"": ""Point""}";27726;Parkierunfall;1 Unfall mit Sachschaden;2015;11;11;1 Montag;Nebenstrasse;False;False;False
47.553367761570485, 7.602666986621443;"{""coordinates"": [7.602666986621443, 47.553367761570485], ""type"": ""Point""}";27741;Parkierunfall;2 Unfall mit Leichtverletzten;2011;1;7;5 Freitag;Nebenstrasse;False;True;False
47.545220689013796, 7.588362562836676;"{""coordinates"": [7.588362562836676, 47.545220689013796], ""type"": ""Point""}";27742;Parkierunfall;1 Unfall mit Sachschaden;2018;8;21;4 Donnerstag;Nebenstrasse;False;False;False
47.57157986649825, 7.615095733037784;"{""coordinates"": [7.615095733037784, 47.57157986649825], ""type"": ""Point""}";27760;Parkierunfall;1 Unfall mit Sachschaden;2011;4;;5 Freitag;Nebenstrasse;False;False;False
47.566254991886176, 7.575385598347431;"{""coordinates"": [7.575385598347431, 47.566254991886176], ""type"": ""Point""}";27765;Parkierunfall;1 Unfall mit Sachschaden;2011;5;;4 Donnerstag;Nebenstrasse;False;False;False
47.5528661057542, 7.587799450197272;"{""coordinates"": [7.587799450197272, 47.5528661057542], ""type"": ""Point""}";27785;Parkierunfall;2 Unfall mit Leichtverletzten;2024;11;17;3 Mittwoch;Nebenstrasse;False;False;False
47.54479395784062, 7.584442867591194;"{""coordinates"": [7.584442867591194, 47.54479395784062], ""type"": ""Point""}";27789;Parkierunfall;1 Unfall mit Sachschaden;2016;5;12;7 Sonntag;Nebenstrasse;False;False;False
47.55749047823604, 7.571616457250599;"{""coordinates"": [7.571616457250599, 47.55749047823604], ""type"": ""Point""}";27800;Parkierunfall;1 Unfall mit Sachschaden;2014;4;10;4 Donnerstag;Nebenstrasse;False;False;False
47.57857053236149, 7.594357518910819;"{""coordinates"": [7.594357518910819, 47.57857053236149], ""type"": ""Point""}";30972;Parkierunfall;1 Unfall mit Sachschaden;2015;11;7;1 Montag;Nebenstrasse;False;False;False
47.58959325812709, 7.59017540022164;"{""coordinates"": [7.59017540022164, 47.58959325812709], ""type"": ""Point""}";30977;Parkierunfall;1 Unfall mit Sachschaden;2012;6;;5 Freitag;andere;False;False;False
47.535957123849336, 7.608032092917107;"{""coordinates"": [7.608032092917107, 47.535957123849336], ""type"": ""Point""}";22282;Parkierunfall;1 Unfall mit Sachschaden;2011;5;;2 Dienstag;Nebenstrasse;False;False;False
47.551995239806345, 7.593522789628334;"{""coordinates"": [7.593522789628334, 47.551995239806345], ""type"": ""Point""}";22300;Parkierunfall;1 Unfall mit Sachschaden;2015;11;10;5 Freitag;andere;False;False;False
47.56038178352625, 7.567770436370438;"{""coordinates"": [7.567770436370438, 47.56038178352625], ""type"": ""Point""}";22307;Parkierunfall;1 Unfall mit Sachschaden;2013;9;18;1 Montag;Nebenstrasse;False;False;False
47.572385413199555, 7.6396848444042815;"{""coordinates"": [7.639684844404282, 47.572385413199555], ""type"": ""Point""}";22311;Parkierunfall;1 Unfall mit Sachschaden;2015;4;14;6 Samstag;Nebenstrasse;False;False;False
47.55631429982438, 7.584965890276125;"{""coordinates"": [7.584965890276125, 47.55631429982438], ""type"": ""Point""}";22316;Parkierunfall;1 Unfall mit Sachschaden;2014;1;13;2 Dienstag;Nebenstrasse;False;False;False
47.56541254725654, 7.619420582524561;"{""coordinates"": [7.619420582524561, 47.56541254725654], ""type"": ""Point""}";22329;Parkierunfall;1 Unfall mit Sachschaden;2019;6;11;5 Freitag;Nebenstrasse;False;False;False
47.56446334293353, 7.591406306675415;"{""coordinates"": [7.591406306675415, 47.56446334293353], ""type"": ""Point""}";22353;Parkierunfall;1 Unfall mit Sachschaden;2013;6;17;3 Mittwoch;Nebenstrasse;False;False;False
47.563077216350024, 7.592239461517388;"{""coordinates"": [7.592239461517388, 47.563077216350024], ""type"": ""Point""}";22370;Parkierunfall;1 Unfall mit Sachschaden;2014;2;22;6 Samstag;Nebenstrasse;False;False;False
47.571129504757984, 7.632490401800817;"{""coordinates"": [7.632490401800817, 47.571129504757984], ""type"": ""Point""}";22372;Parkierunfall;1 Unfall mit Sachschaden;2019;12;19;7 Sonntag;Nebenstrasse;False;False;False
47.561383195218305, 7.564929395503842;"{""coordinates"": [7.564929395503842, 47.561383195218305], ""type"": ""Point""}";22379;Parkierunfall;2 Unfall mit Leichtverletzten;2024;4;13;6 Samstag;Nebenstrasse;True;True;False
47.56881840551844, 7.575206112120341;"{""coordinates"": [7.575206112120341, 47.56881840551844], ""type"": ""Point""}";22428;Parkierunfall;1 Unfall mit Sachschaden;2015;2;2;6 Samstag;Nebenstrasse;False;False;False
47.56441839196973, 7.591392890106813;"{""coordinates"": [7.591392890106813, 47.56441839196973], ""type"": ""Point""}";22440;Parkierunfall;1 Unfall mit Sachschaden;2017;7;13;4 Donnerstag;Nebenstrasse;False;False;False
47.56051162085712, 7.594039111479939;"{""coordinates"": [7.594039111479939, 47.56051162085712], ""type"": ""Point""}";22445;Parkierunfall;1 Unfall mit Sachschaden;2020;6;13;6 Samstag;Nebenstrasse;False;False;False
47.56278216697013, 7.616315666501068;"{""coordinates"": [7.616315666501068, 47.56278216697013], ""type"": ""Point""}";22469;Parkierunfall;1 Unfall mit Sachschaden;2012;3;;3 Mittwoch;Nebenstrasse;False;False;False
47.56179300209474, 7.590800738406193;"{""coordinates"": [7.590800738406193, 47.56179300209474], ""type"": ""Point""}";22501;Parkierunfall;1 Unfall mit Sachschaden;2013;4;15;5 Freitag;Nebenstrasse;False;False;False
47.55227578580442, 7.617423187590024;"{""coordinates"": [7.617423187590024, 47.55227578580442], ""type"": ""Point""}";22506;Parkierunfall;1 Unfall mit Sachschaden;2013;10;21;5 Freitag;Nebenstrasse;False;False;False
47.54395864974301, 7.58355063807696;"{""coordinates"": [7.58355063807696, 47.54395864974301], ""type"": ""Point""}";22536;Parkierunfall;1 Unfall mit Sachschaden;2011;3;;1 Montag;Nebenstrasse;False;False;False
47.550401963007594, 7.5876862939455005;"{""coordinates"": [7.587686293945501, 47.550401963007594], ""type"": ""Point""}";22538;Parkierunfall;1 Unfall mit Sachschaden;2015;2;12;5 Freitag;andere;False;False;False
47.56009656024515, 7.5950477064716075;"{""coordinates"": [7.595047706471608, 47.56009656024515], ""type"": ""Point""}";22541;Parkierunfall;1 Unfall mit Sachschaden;2015;7;18;5 Freitag;Nebenstrasse;False;False;False
47.53644564927537, 7.606054778792797;"{""coordinates"": [7.606054778792797, 47.53644564927537], ""type"": ""Point""}";22555;Parkierunfall;1 Unfall mit Sachschaden;2011;7;10;6 Samstag;Nebenanlage;False;False;False
47.56293208794754, 7.593169175388562;"{""coordinates"": [7.593169175388562, 47.56293208794754], ""type"": ""Point""}";22582;Parkierunfall;1 Unfall mit Sachschaden;2014;1;8;6 Samstag;andere;False;False;False
47.54359754485136, 7.598346642884722;"{""coordinates"": [7.598346642884722, 47.54359754485136], ""type"": ""Point""}";22606;Parkierunfall;1 Unfall mit Sachschaden;2014;6;17;4 Donnerstag;Nebenstrasse;False;False;False
47.54183001348629, 7.588379625252623;"{""coordinates"": [7.588379625252623, 47.54183001348629], ""type"": ""Point""}";22612;Parkierunfall;1 Unfall mit Sachschaden;2016;8;7;3 Mittwoch;Nebenstrasse;False;False;False
47.562959209882706, 7.593062953102417;"{""coordinates"": [7.593062953102417, 47.562959209882706], ""type"": ""Point""}";22638;Parkierunfall;1 Unfall mit Sachschaden;2012;6;;2 Dienstag;andere;False;False;False
47.566182078021576, 7.616127663967822;"{""coordinates"": [7.616127663967822, 47.566182078021576], ""type"": ""Point""}";22642;Parkierunfall;1 Unfall mit Sachschaden;2022;4;10;2 Dienstag;Nebenstrasse;False;False;False
47.56624397599216, 7.577099775692556;"{""coordinates"": [7.577099775692556, 47.56624397599216], ""type"": ""Point""}";22650;Parkierunfall;1 Unfall mit Sachschaden;2015;9;15;4 Donnerstag;Nebenstrasse;False;False;False
47.5619829690171, 7.567495269747416;"{""coordinates"": [7.567495269747416, 47.5619829690171], ""type"": ""Point""}";22673;Parkierunfall;1 Unfall mit Sachschaden;2015;7;11;3 Mittwoch;Hauptstrasse;False;False;False
47.541311742036996, 7.592694880665812;"{""coordinates"": [7.592694880665812, 47.541311742036996], ""type"": ""Point""}";22680;Parkierunfall;1 Unfall mit Sachschaden;2013;7;18;2 Dienstag;Nebenstrasse;False;False;False
47.549524946411196, 7.622395562806743;"{""coordinates"": [7.622395562806743, 47.549524946411196], ""type"": ""Point""}";22687;Parkierunfall;1 Unfall mit Sachschaden;2015;7;17;7 Sonntag;Hauptstrasse;False;False;False
47.56376846484471, 7.593198171644506;"{""coordinates"": [7.593198171644506, 47.56376846484471], ""type"": ""Point""}";22690;Parkierunfall;1 Unfall mit Sachschaden;2011;12;20;7 Sonntag;Nebenstrasse;False;False;False
47.580581886937445, 7.589977023285056;"{""coordinates"": [7.589977023285056, 47.580581886937445], ""type"": ""Point""}";22698;Parkierunfall;1 Unfall mit Sachschaden;2013;9;19;5 Freitag;Nebenstrasse;False;False;False
47.56128097974648, 7.6097999467454;"{""coordinates"": [7.6097999467454, 47.56128097974648], ""type"": ""Point""}";22709;Parkierunfall;1 Unfall mit Sachschaden;2023;10;18;3 Mittwoch;Nebenstrasse;False;False;False
